title,author,avg_rating,rating_count,year_published,genre,title_clean,author_clean,genre_clean,lang,genre_grouped
The Goldfinch,Donna Tartt,3.93,61,2013,Jeunes hommes,the goldfinch,donna tartt,jeunes hommes,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,"Romans, nouvelles",the goldfinch,donna tartt,romans nouvelles,en,literature
The Goldfinch,Donna Tartt,3.93,61,2013,Perte (Psychologie),the goldfinch,donna tartt,perte psychologie,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Artistes,the goldfinch,donna tartt,artistes,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Réalisation de soi,the goldfinch,donna tartt,réalisation de soi,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Chang pian xiao shuo,the goldfinch,donna tartt,chang pian xiao shuo,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Pérdida (Psicología),the goldfinch,donna tartt,pérdida psicología,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Jóvenes (Varones),the goldfinch,donna tartt,jóvenes varones,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Ficción,the goldfinch,donna tartt,ficción,en,fiction
The Goldfinch,Donna Tartt,3.93,61,2013,Artistas,the goldfinch,donna tartt,artistas,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Spanish language materials,the goldfinch,donna tartt,spanish language materials,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Novela,the goldfinch,donna tartt,novela,en,fiction
The Goldfinch,Donna Tartt,3.93,61,2013,FICTION / Coming of Age,the goldfinch,donna tartt,fiction / coming of age,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,FICTION / Psychological,the goldfinch,donna tartt,fiction / psychological,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Pintores,the goldfinch,donna tartt,pintores,en,Other
The Goldfinch,Donna Tartt,3.93,61,2013,Auto-realización,the goldfinch,donna tartt,auto-realización,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Humorous stories,how to train your dragon,cressida cowell,humorous stories,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Vikings,how to train your dragon,cressida cowell,vikings,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Juvenile fiction,how to train your dragon,cressida cowell,juvenile fiction,en,children/young adult
How to train your dragon,Cressida Cowell,4.14,28,2003,Dragons,how to train your dragon,cressida cowell,dragons,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Humorous fiction,how to train your dragon,cressida cowell,humorous fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Fiction,how to train your dragon,cressida cowell,fiction,en,fiction
How to train your dragon,Cressida Cowell,4.14,28,2003,Initiation rites,how to train your dragon,cressida cowell,initiation rites,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Child and youth fiction,how to train your dragon,cressida cowell,child and youth fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Children's fiction,how to train your dragon,cressida cowell,children's fiction,en,children/young adult
How to train your dragon,Cressida Cowell,4.14,28,2003,"Vikings, fiction",how to train your dragon,cressida cowell,vikings fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Dragons, fiction",how to train your dragon,cressida cowell,dragons fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Adventure and adventurers, fiction",how to train your dragon,cressida cowell,adventure and adventurers fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,nyt:series-books=2010-03-28,how to train your dragon,cressida cowell,nytseries-books=2010-03-28,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,New York Times bestseller,how to train your dragon,cressida cowell,new york times bestseller,en,bestseller
How to train your dragon,Cressida Cowell,4.14,28,2003,Spanish language materials,how to train your dragon,cressida cowell,spanish language materials,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Romans, nouvelles, etc. pour la jeunesse",how to train your dragon,cressida cowell,romans nouvelles etc pour la jeunesse,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Vikingos,how to train your dragon,cressida cowell,vikingos,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Novela juvenil,how to train your dragon,cressida cowell,novela juvenil,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Dragones,how to train your dragon,cressida cowell,dragones,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Humorismo inglés,how to train your dragon,cressida cowell,humorismo inglés,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Traducciones al español,how to train your dragon,cressida cowell,traducciones al español,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Fantasy,how to train your dragon,cressida cowell,fantasy,en,fantasy
How to train your dragon,Cressida Cowell,4.14,28,2003,Short stories,how to train your dragon,cressida cowell,short stories,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"III Haddock, Hiccup Horrendous (Fictitious character)",how to train your dragon,cressida cowell,iii haddock hiccup horrendous fictitious character,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Rites et cérémonies,how to train your dragon,cressida cowell,rites et cérémonies,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Rites d'initiation,how to train your dragon,cressida cowell,rites d'initiation,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Romans,how to train your dragon,cressida cowell,romans,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Volcanoes, fiction",how to train your dragon,cressida cowell,volcanoes fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Pirates, fiction",how to train your dragon,cressida cowell,pirates fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Libraries, fiction",how to train your dragon,cressida cowell,libraries fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,"Buried treasure, fiction",how to train your dragon,cressida cowell,buried treasure fiction,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Juvenile literature,how to train your dragon,cressida cowell,juvenile literature,en,Other
How to train your dragon,Cressida Cowell,4.14,28,2003,Merveilleux,how to train your dragon,cressida cowell,merveilleux,en,Other
Social welfare and social work,Thelma Lee-Mendoza,4.17,29,1981,Public welfare,social welfare and social work,thelma lee-mendoza,public welfare,en,Other
Social welfare and social work,Thelma Lee-Mendoza,4.17,29,1981,Social service,social welfare and social work,thelma lee-mendoza,social service,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Crime & Mystery,the sign of four,arthur conan doyle,crime and mystery,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,classic fiction,the sign of four,arthur conan doyle,classic fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Andamanese,the sign of four,arthur conan doyle,andamanese,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,arrow poisons,the sign of four,arthur conan doyle,arrow poisons,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,bloguns,the sign of four,arthur conan doyle,bloguns,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,convicts,the sign of four,arthur conan doyle,convicts,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,crime & mystery fiction,the sign of four,arthur conan doyle,crime and mystery fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,crocodiles,the sign of four,arthur conan doyle,crocodiles,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Detective and mystery fiction,the sign of four,arthur conan doyle,detective and mystery fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Fiction,the sign of four,arthur conan doyle,fiction,en,fiction
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Fiction Classics,the sign of four,arthur conan doyle,fiction classics,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Indian Rebellion of 1857,the sign of four,arthur conan doyle,indian rebellion of 1857,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,launches,the sign of four,arthur conan doyle,launches,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Literary Fiction,the sign of four,arthur conan doyle,literary fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Mystery & Suspense,the sign of four,arthur conan doyle,mystery and suspense,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Mystery fiction,the sign of four,arthur conan doyle,mystery fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,novel,the sign of four,arthur conan doyle,novel,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,private investigators,the sign of four,arthur conan doyle,private investigators,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,substance abuse,the sign of four,arthur conan doyle,substance abuse,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,tea plantations,the sign of four,arthur conan doyle,tea plantations,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,treasure,the sign of four,arthur conan doyle,treasure,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,waylaying,the sign of four,arthur conan doyle,waylaying,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,British and irish fiction (fictional works by one author),the sign of four,arthur conan doyle,british and irish fiction fictional works by one author,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Fiction, mystery & detective, traditional",the sign of four,arthur conan doyle,fiction mystery and detective traditional,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Holmes, sherlock (fictitious character), fiction",the sign of four,arthur conan doyle,holmes sherlock fictitious character fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"England, fiction",the sign of four,arthur conan doyle,england fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Watson, john h. (fictitious character), fiction",the sign of four,arthur conan doyle,watson john h fictitious character fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Private investigators, fiction",the sign of four,arthur conan doyle,private investigators fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Fiction, mystery & detective, general",the sign of four,arthur conan doyle,fiction mystery and detective general,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Fiction, crime",the sign of four,arthur conan doyle,fiction crime,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Texts,the sign of four,arthur conan doyle,texts,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Shorthand,the sign of four,arthur conan doyle,shorthand,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,English Detective and mystery stories,the sign of four,arthur conan doyle,english detective and mystery stories,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Novelas inglesas,the sign of four,arthur conan doyle,novelas inglesas,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Children's fiction,the sign of four,arthur conan doyle,children's fiction,en,children/young adult
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Mystery and detective stories,the sign of four,arthur conan doyle,mystery and detective stories,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,English literature,the sign of four,arthur conan doyle,english literature,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,John H. Watson (Fictitious character),the sign of four,arthur conan doyle,john h watson fictitious character,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Large type books,the sign of four,arthur conan doyle,large type books,en,literature
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Sherlock Holmes (Fictitious character),the sign of four,arthur conan doyle,sherlock holmes fictitious character,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Detectives privados,the sign of four,arthur conan doyle,detectives privados,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Novela,the sign of four,arthur conan doyle,novela,en,fiction
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"English language, textbooks for foreign speakers",the sign of four,arthur conan doyle,english language textbooks for foreign speakers,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Holmes, Sherlock (Fictitious character) -- Fiction",the sign of four,arthur conan doyle,holmes sherlock fictitious character -- fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Private investigators -- England -- Fiction,the sign of four,arthur conan doyle,private investigators -- england -- fiction,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Detective and mystery stories,the sign of four,arthur conan doyle,detective and mystery stories,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Translations into German,the sign of four,arthur conan doyle,translations into german,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,John H Watson,the sign of four,arthur conan doyle,john h watson,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Détectives,the sign of four,arthur conan doyle,détectives,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Romans, nouvelles",the sign of four,arthur conan doyle,romans nouvelles,en,literature
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,"Fiction, action & adventure",the sign of four,arthur conan doyle,fiction action and adventure,en,Other
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Long Now Manual for Civilization,the sign of four,arthur conan doyle,long now manual for civilization,en,literature
The Sign of Four,Arthur Conan Doyle,4.14,74,1889,Juvenile fiction,the sign of four,arthur conan doyle,juvenile fiction,en,children/young adult
Good to Great,"Collins, James C.",3.73,22,2001,Leadership,good to great,collins james c,leadership,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Technological innovations,good to great,collins james c,technological innovations,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Management,good to great,collins james c,management,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Strategic planning,good to great,collins james c,strategic planning,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Organizational change,good to great,collins james c,organizational change,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Long Now Manual for Civilization,good to great,collins james c,long now manual for civilization,en,literature
Good to Great,"Collins, James C.",3.73,22,2001,Success in business,good to great,collins james c,success in business,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Administrative Personnel,good to great,collins james c,administrative personnel,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Bedrijven,good to great,collins james c,bedrijven,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Innovation,good to great,collins james c,innovation,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,MUDANÇA ORGANIZACIONAL,good to great,collins james c,mudança organizacional,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Planification stratégique,good to great,collins james c,planification stratégique,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Gestion,good to great,collins james c,gestion,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Inventions,good to great,collins james c,inventions,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Leiderschap,good to great,collins james c,leiderschap,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,LIDERANÇA,good to great,collins james c,liderança,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Case studies,good to great,collins james c,case studies,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Succes,good to great,collins james c,succes,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Changement organisationnel,good to great,collins james c,changement organisationnel,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Organizational Culture,good to great,collins james c,organizational culture,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,INOVAÇÕES TECNOLÓGICAS,good to great,collins james c,inovações tecnológicas,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Développement d'aptitudes,good to great,collins james c,développement d'aptitudes,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Organization & administration,good to great,collins james c,organization and administration,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Innovations,good to great,collins james c,innovations,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,PLANEJAMENTO ESTRATÉGICO,good to great,collins james c,planejamento estratégico,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Technischer Fortschritt,good to great,collins james c,technischer fortschritt,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Unternehmen,good to great,collins james c,unternehmen,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Organisationswandel,good to great,collins james c,organisationswandel,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Technology,good to great,collins james c,technology,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Organizational Innovation,good to great,collins james c,organizational innovation,en,Other
Good to Great,"Collins, James C.",3.73,22,2001,Planning Techniques,good to great,collins james c,planning techniques,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Romantic,the maddest obsession,danielle lori,romantic,en,romance
The Maddest Obsession,Danielle Lori,4.18,33,2019,Dark Romance,the maddest obsession,danielle lori,dark romance,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Contemporary Romance,the maddest obsession,danielle lori,contemporary romance,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Suspense,the maddest obsession,danielle lori,suspense,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Obsession,the maddest obsession,danielle lori,obsession,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Psychological,the maddest obsession,danielle lori,psychological,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Love Story,the maddest obsession,danielle lori,love story,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Complex Characters,the maddest obsession,danielle lori,complex characters,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Thriller,the maddest obsession,danielle lori,thriller,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Steamy,the maddest obsession,danielle lori,steamy,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Emotional,the maddest obsession,danielle lori,emotional,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Forbidden Love,the maddest obsession,danielle lori,forbidden love,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Intense Relationships,the maddest obsession,danielle lori,intense relationships,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Alpha Male,the maddest obsession,danielle lori,alpha male,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Strong Heroine,the maddest obsession,danielle lori,strong heroine,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Series,the maddest obsession,danielle lori,series,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Book Three,the maddest obsession,danielle lori,book three,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Danielle Lori,the maddest obsession,danielle lori,danielle lori,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Children: Grades 4-6,five on a treasure island,enid blyton,children grades 4-6,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Famous Five (Fictitious characters),five on a treasure island,enid blyton,famous five fictitious characters,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Juvenile fiction,five on a treasure island,enid blyton,juvenile fiction,en,children/young adult
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Children's fiction,five on a treasure island,enid blyton,children's fiction,en,children/young adult
Five on a Treasure Island,Enid Blyton,4.11,18,1942,"Adventure and adventurers, fiction",five on a treasure island,enid blyton,adventure and adventurers fiction,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,famous five,five on a treasure island,enid blyton,famous five,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,kid's book,five on a treasure island,enid blyton,kid's book,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,adventure,five on a treasure island,enid blyton,adventure,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Translations from English,five on a treasure island,enid blyton,translations from english,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,"Children's stories, German",five on a treasure island,enid blyton,children's stories german,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Children's stories,five on a treasure island,enid blyton,children's stories,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Buried treasure,five on a treasure island,enid blyton,buried treasure,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Adventure and adventurers,five on a treasure island,enid blyton,adventure and adventurers,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Mystery and detective stories,five on a treasure island,enid blyton,mystery and detective stories,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Shipwrecks,five on a treasure island,enid blyton,shipwrecks,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Fiction,five on a treasure island,enid blyton,fiction,en,fiction
Five on a Treasure Island,Enid Blyton,4.11,18,1942,"Pirates, fiction",five on a treasure island,enid blyton,pirates fiction,en,Other
Five on a Treasure Island,Enid Blyton,4.11,18,1942,Detective and mystery stories,five on a treasure island,enid blyton,detective and mystery stories,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Romantic,the maddest obsession,danielle lori,romantic,en,romance
The Maddest Obsession,Danielle Lori,4.18,33,2019,Dark Romance,the maddest obsession,danielle lori,dark romance,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Contemporary Romance,the maddest obsession,danielle lori,contemporary romance,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Suspense,the maddest obsession,danielle lori,suspense,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Obsession,the maddest obsession,danielle lori,obsession,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Psychological,the maddest obsession,danielle lori,psychological,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Love Story,the maddest obsession,danielle lori,love story,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Complex Characters,the maddest obsession,danielle lori,complex characters,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Thriller,the maddest obsession,danielle lori,thriller,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Steamy,the maddest obsession,danielle lori,steamy,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Emotional,the maddest obsession,danielle lori,emotional,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Forbidden Love,the maddest obsession,danielle lori,forbidden love,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Intense Relationships,the maddest obsession,danielle lori,intense relationships,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Alpha Male,the maddest obsession,danielle lori,alpha male,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Strong Heroine,the maddest obsession,danielle lori,strong heroine,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Series,the maddest obsession,danielle lori,series,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Book Three,the maddest obsession,danielle lori,book three,en,Other
The Maddest Obsession,Danielle Lori,4.18,33,2019,Danielle Lori,the maddest obsession,danielle lori,danielle lori,en,Other
What was I scared of?,Dr. Seuss,4.33,42,1961,Glow-in-the-dark books,what was i scared of?,dr seuss,glow-in-the-dark books,en,Other
What was I scared of?,Dr. Seuss,4.33,42,1961,Stories in rhyme,what was i scared of?,dr seuss,stories in rhyme,en,Other
What was I scared of?,Dr. Seuss,4.33,42,1961,Fear,what was i scared of?,dr seuss,fear,en,Other
What was I scared of?,Dr. Seuss,4.33,42,1961,Fiction,what was i scared of?,dr seuss,fiction,en,fiction
What was I scared of?,Dr. Seuss,4.33,42,1961,Toy and movable books,what was i scared of?,dr seuss,toy and movable books,en,Other
What was I scared of?,Dr. Seuss,4.33,42,1961,Specimens,what was i scared of?,dr seuss,specimens,en,Other
What was I scared of?,Dr. Seuss,4.33,42,1961,Juvenile fiction,what was i scared of?,dr seuss,juvenile fiction,en,children/young adult
What was I scared of?,Dr. Seuss,4.33,42,1961,Children's fiction,what was i scared of?,dr seuss,children's fiction,en,children/young adult
What was I scared of?,Dr. Seuss,4.33,42,1961,"Fear, fiction",what was i scared of?,dr seuss,fear fiction,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,"Reading, Psychology of",how to read a book,mortimer j adler,reading psychology of,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,Open Library Staff Picks,how to read a book,mortimer j adler,open library staff picks,en,other
How to read a book,Mortimer J. Adler,4.38,16,1940,Psychology of Reading,how to read a book,mortimer j adler,psychology of reading,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,Books and reading,how to read a book,mortimer j adler,books and reading,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,Lecture,how to read a book,mortimer j adler,lecture,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,Reading,how to read a book,mortimer j adler,reading,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,Long Now Manual for Civilization,how to read a book,mortimer j adler,long now manual for civilization,en,literature
How to read a book,Mortimer J. Adler,4.38,16,1940,Books,how to read a book,mortimer j adler,books,en,Other
How to read a book,Mortimer J. Adler,4.38,16,1940,Reading (Adult education),how to read a book,mortimer j adler,reading adult education,en,Other
The Dead Zone,Stephen King,4.09,43,1979,brain tumors,the dead zone,stephen king,brain tumors,en,Other
The Dead Zone,Stephen King,4.09,43,1979,procrastination,the dead zone,stephen king,procrastination,en,Other
The Dead Zone,Stephen King,4.09,43,1979,murder,the dead zone,stephen king,murder,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Federal Bureau of Investigation,the dead zone,stephen king,federal bureau of investigation,en,Other
The Dead Zone,Stephen King,4.09,43,1979,car bombs,the dead zone,stephen king,car bombs,en,Other
The Dead Zone,Stephen King,4.09,43,1979,United States House of Representatives,the dead zone,stephen king,united states house of representatives,en,Other
The Dead Zone,Stephen King,4.09,43,1979,mayors,the dead zone,stephen king,mayors,en,Other
The Dead Zone,Stephen King,4.09,43,1979,wheel of fortune,the dead zone,stephen king,wheel of fortune,en,Other
The Dead Zone,Stephen King,4.09,43,1979,comas,the dead zone,stephen king,comas,en,Other
The Dead Zone,Stephen King,4.09,43,1979,high school teachers,the dead zone,stephen king,high school teachers,en,Other
The Dead Zone,Stephen King,4.09,43,1979,precognition,the dead zone,stephen king,precognition,en,Other
The Dead Zone,Stephen King,4.09,43,1979,brains,the dead zone,stephen king,brains,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Clairvoyants,the dead zone,stephen king,clairvoyants,en,Other
The Dead Zone,Stephen King,4.09,43,1979,thrillers,the dead zone,stephen king,thrillers,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Supernatural,the dead zone,stephen king,supernatural,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Movie or Television Tie-In,the dead zone,stephen king,movie or television tie-in,en,Other
The Dead Zone,Stephen King,4.09,43,1979,suspense,the dead zone,stephen king,suspense,en,Other
The Dead Zone,Stephen King,4.09,43,1979,horror fiction,the dead zone,stephen king,horror fiction,en,Other
The Dead Zone,Stephen King,4.09,43,1979,science fiction,the dead zone,stephen king,science fiction,en,Other
The Dead Zone,Stephen King,4.09,43,1979,paranormal fiction,the dead zone,stephen king,paranormal fiction,en,Other
The Dead Zone,Stephen King,4.09,43,1979,carnivals,the dead zone,stephen king,carnivals,en,Other
The Dead Zone,Stephen King,4.09,43,1979,good and evil,the dead zone,stephen king,good and evil,en,Other
The Dead Zone,Stephen King,4.09,43,1979,American Horror tales,the dead zone,stephen king,american horror tales,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Open Library Staff Picks,the dead zone,stephen king,open library staff picks,en,other
The Dead Zone,Stephen King,4.09,43,1979,Fiction in English,the dead zone,stephen king,fiction in english,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Fiction,the dead zone,stephen king,fiction,en,fiction
The Dead Zone,Stephen King,4.09,43,1979,Translations into Russian,the dead zone,stephen king,translations into russian,en,Other
The Dead Zone,Stephen King,4.09,43,1979,Psychics,the dead zone,stephen king,psychics,en,Other
