title,author,avg_rating,rating_count,year_published,genre
"If Not, Winter: Fragments of Sappho (Paperback)",Sappho,4.43,"21,286",-550,poetry
Time Is a Mother (Hardcover),Ocean Vuong,3.92,"35,583",2022,poetry
Songs of Innocence and of Experience (Paperback),William Blake,4.09,"51,558",1794,poetry
Inferno (Kindle Edition),Dante Alighieri,4.03,"203,510",1320,poetry
Letters to a Young Poet (Paperback),Rainer Maria Rilke,4.28,"118,121",1929,poetry
The Collected Poems (Paperback),Sylvia Plath,4.25,"50,389",1981,poetry
Autobiography of Red (Paperback),Anne Carson,4.25,"35,515",1998,poetry
The Waste Land (Paperback),T.S. Eliot,4.11,"58,578",1922,poetry
The Raven (Paperback),Edgar Allan Poe,4.29,"166,582",1845,poetry
The Essential Rumi (Paperback),Coleman Barks,,,,poetry
Teaching My Mother How to Give Birth (Paperback),Warsan Shire,4.24,"21,290",2011,poetry
Salt (Paperback),Nayyirah Waheed,4.22,"25,166",2013,poetry
The Divine Comedy: Inferno - Purgatorio - Paradiso (Hardcover),Dante Alighieri,4.08,"169,883",1320,poetry
Falling Up (Hardcover),Shel Silverstein,4.36,"157,108",1996,poetry
Bluets (Paperback),Maggie Nelson,4.05,"56,321",2009,poetry
"Pillow Thoughts (Pillow Thoughts, #1)",Courtney Peppernell,3.81,"54,783",2017,poetry
Bright Dead Things (Paperback),Ada Limon,4.19,"14,163",2015,poetry
Violet Bent Backwards Over the Grass (Audible Audio),Lana Del Rey,3.99,"60,799",2020,poetry
The Collected Poems of W.B. Yeats (Paperback),W.B. Yeats,4.23,"39,921",1933,poetry
Love & Misadventure (Paperback),Lang Leav,3.93,"58,210",2013,poetry
The Poetry of Robert Frost (Paperback),Robert Frost,4.24,"49,139",1969,poetry
Brown Girl Dreaming (Hardcover),Jacqueline Woodson,4.15,"92,454",2014,poetry
Call Us What We Carry (Hardcover),Amanda Gorman,4.26,"26,051",2021,poetry
,,,,,poetry
,,,,,poetry
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,967,797",2017,adult
The Invisible Life of Addie LaRue (Hardcover),V.E. Schwab,4.17,"1,451,329",2020,adult
Gone Girl (Paperback),Gillian Flynn,4.14,"3,401,797",2012,adult
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,"2,833,790",2011,adult
Beach Read (Paperback),Emily Henry,3.97,"1,588,124",2020,adult
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.45,"2,704,228",1996,adult
The Handmaid's Tale (Hardcover),Margaret Atwood,4.15,"2,373,316",1985,adult
Daisy Jones & The Six (Hardcover),Taylor Jenkins Reid,4.20,"1,815,657",2019,adult
The Night Circus (Hardcover),Erin Morgenstern,4.00,"1,084,187",2011,adult
The Love Hypothesis (Paperback),Ali Hazelwood,4.11,"1,810,638",2021,adult
The Midnight Library (Hardcover),Matt Haig,3.98,"2,373,077",2020,adult
Pride and Prejudice (Hardcover),Jane Austen,4.29,"4,719,831",1813,adult
Circe (Hardcover),Madeline Miller,4.22,"1,315,557",2018,adult
Book Lovers (Paperback),Emily Henry,4.10,"1,507,509",2022,adult
"Vicious (Villains, #1)",V.E. Schwab,4.19,"313,762",2013,adult
The Girl on the Train (Hardcover),Paula Hawkins,3.96,"3,246,172",2015,adult
People We Meet on Vacation (Paperback),Emily Henry,3.84,"1,567,690",2021,adult
"The Kiss Quotient (The Kiss Quotient, #1)",Helen  Hoang,3.87,"492,242",2018,adult
The Hating Game (Paperback),Sally  Thorne,3.86,"818,395",2016,adult
"Ninth House (Alex Stern, #1)",Leigh Bardugo,4.00,"392,013",2019,adult
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,"1,781,585",2012,adult
Where the Crawdads Sing (ebook),Delia Owens,4.37,"3,549,761",2018,adult
1984 (Paperback),George Orwell,4.20,"5,343,606",1949,adult
The Help (Hardcover),Kathryn Stockett,4.47,"2,989,785",2009,adult
The Great Gatsby (Paperback),F. Scott Fitzgerald,3.93,"5,819,242",1925,adult
"The Poppy War (The Poppy War, #1)",R.F. Kuang,4.17,"455,295",2018,adult
All the Light We Cannot See (Hardcover),Anthony Doerr,4.31,"1,939,165",2014,adult
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,337,139",2023,adult
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.09,"4,503,789",2016,adult
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,"968,478",2011,adult
The Martian (Hardcover),Andy Weir,4.42,"1,263,495",2011,adult
"Outlander (Outlander, #1)",Diana Gabaldon,4.26,"1,142,661",1991,adult
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.90,"1,096,952",2019,adult
The Song of Achilles (Paperback),Madeline Miller,4.31,"1,926,267",2011,adult
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.37,"919,603",2020,adult
"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.49,"936,919",2006,adult
The Silent Patient (Hardcover),Alex Michaelides,4.17,"3,126,736",2019,adult
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.04,"424,206",2015,adult
Little Fires Everywhere (Hardcover),Celeste Ng,4.07,"1,298,296",2017,adult
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.45,"1,080,280",2020,adult
Verity (ebook),Colleen Hoover,4.30,"3,666,928",2018,adult
"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.05,"1,203,240",2019,adult
"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,4.17,"3,413,576",2005,adult
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,"907,827",2012,adult
The Secret History (Paperback),Donna Tartt,4.16,"991,109",1992,adult
Happy Place (Hardcover),Emily Henry,3.95,"1,377,778",2023,adult
"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,3.93,"2,500,140",2003,adult
A Man Called Ove (Hardcover),Fredrik Backman,4.38,"1,189,570",2012,adult
Eleanor Oliphant Is Completely Fine (Paperback),Gail Honeyman,4.23,"1,400,103",2017,adult
Yellowface (Paperback),R.F. Kuang,3.73,"974,571",2023,adult
,,,,,adult
,,,,,adult
The Song of Achilles (Paperback),Madeline Miller,4.31,"1,926,267",2011,lgbt
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.29,"669,880",2012,lgbt
"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.05,"1,203,240",2019,lgbt
The Seven Husbands of Evelyn Hugo (Hardcover),Taylor Jenkins Reid,4.40,"3,967,797",2017,lgbt
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.13,"464,705",2015,lgbt
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.42,"869,127",2018,lgbt
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.16,"331,932",2015,lgbt
"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.51,"562,718",2019,lgbt
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,4.37,"919,603",2020,lgbt
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,"854,478",2017,lgbt
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.10,"585,218",2007,lgbt
"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.54,"493,115",2020,lgbt
"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,4.02,"145,038",2017,lgbt
One Last Stop (Paperback),Casey McQuiston,3.89,"281,197",2021,lgbt
"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.58,"436,664",2021,lgbt
This Is How You Lose the Time War (ebook),Amal El-Mohtar,3.85,"322,041",2019,lgbt
"What If It's Us (What If It's Us, #1)",Becky Albertalli,3.80,"167,474",2018,lgbt
Giovanni’s Room (Paperback),James Baldwin,4.34,"240,210",1956,lgbt
"Will Grayson, Will Grayson (Hardcover)",John Green,3.69,"411,003",2010,lgbt
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,4.24,"107,143",2020,lgbt
I'll Give You the Sun (Hardcover),Jandy Nelson,4.15,"355,752",2014,lgbt
"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,4.17,"271,180",2019,lgbt
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,4.19,"178,168",2019,lgbt
"Captive Prince (Captive Prince, #1)",C.S. Pacat,3.79,"120,229",2013,lgbt
"Boyfriend Material (London Calling, #1)",Alexis  Hall,3.98,"153,279",2020,lgbt
The Miseducation of Cameron Post (Kindle Edition),Emily M. Danforth,4.06,"59,507",2012,lgbt
A Little Life (Hardcover),Hanya Yanagihara,4.28,"896,292",2015,lgbt
Fun Home: A Family Tragicomic (Paperback),Alison Bechdel,4.07,"199,856",2006,lgbt
Last Night at the Telegraph Club (Hardcover),Malinda Lo,4.20,"114,782",2021,lgbt
Fingersmith (ebook),Sarah Waters,4.02,"117,116",2002,lgbt
The Price of Salt (Paperback),Claire  Morgan,,,,lgbt
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,"1,129,382",2015,lgbt
On Earth We're Briefly Gorgeous (Hardcover),Ocean Vuong,4.02,"390,498",2019,lgbt
We Are Okay (Hardcover),Nina LaCour,3.93,"99,877",2017,lgbt
"Leah on the Offbeat (Simonverse, #3)",Becky Albertalli,3.79,"77,046",2018,lgbt
The Perks of Being a Wallflower (Hardcover),Stephen Chbosky,4.24,"1,974,316",1999,lgbt
History Is All You Left Me (ebook),Adam Silvera,3.91,"78,609",2017,lgbt
Annie on My Mind (Mass Market Paperback),Nancy Garden,4.02,"55,597",1982,lgbt
More Happy Than Not (Hardcover),Adam Silvera,3.95,"67,959",2015,lgbt
The Prince and the Dressmaker (Paperback),Jen Wang,4.33,"121,041",2018,lgbt
"Wayward Son (Simon Snow, #2)",Rainbow Rowell,3.90,"115,674",2019,lgbt
Maurice (Paperback),E.M. Forster,4.08,"56,906",1971,lgbt
Tipping the Velvet (Paperback),Sarah Waters,4.05,"77,514",1998,lgbt
"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,4.05,"314,270",2022,lgbt
Under the Whispering Door (Hardcover),T.J. Klune,4.11,"312,682",2021,lgbt
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.57,"755,250",2016,lgbt
Boy Meets Boy (Paperback),David Levithan,3.81,"76,304",2003,lgbt
Radio Silence (Paperback),Alice Oseman,4.17,"127,318",2016,lgbt
"I Wish You All the Best (I Wish You All the Best, #1)",Mason Deaver,4.15,"54,202",2019,lgbt
"The Foxhole Court (All for the Game, #1)",Nora Sakavic,4.01,"103,718",2013,lgbt
,,,,,lgbt
,,,,,lgbt
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.94,"844,121",2021,dark-romance
"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton,4.07,"571,442",2022,dark-romance
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,"413,405",2015,dark-romance
"Lights Out (Into Darkness, #1)",Navessa Allen,4.11,"519,084",2024,dark-romance
"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,4.01,"580,407",2023,dark-romance
"Hooked (Never After, #1)",Emily McIntire,3.77,"494,248",2021,dark-romance
"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,4.05,"334,011",2021,dark-romance
"God of Malice (Legacy of Gods, #1)",Rina Kent,3.92,"240,058",2022,dark-romance
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.01,"359,883",2018,dark-romance
Does It Hurt? (Kindle Edition),H.D. Carlton,3.89,"253,447",2022,dark-romance
"The Predator (Dark Verse, #1)",RuNyx,3.98,"134,244",2020,dark-romance
"Kill Switch (Devil's Night, #3)",Penelope Douglas,4.30,"177,422",2019,dark-romance
"Hideaway (Devil's Night, #2)",Penelope Douglas,4.00,"205,758",2017,dark-romance
"God of Wrath (Legacy of Gods, #3)",Rina Kent,4.17,"149,081",2022,dark-romance
"Her Soul to Take (Souls Trilogy, #1)",Harley Laroux,4.04,"142,353",2021,dark-romance
"The Risk (Mindf*ck, #1)",S.T. Abby,4.25,"356,805",2016,dark-romance
"There Are No Saints (Sinners, #1)",Sophie Lark,3.79,"116,674",2021,dark-romance
"Little Stranger (The Web of Silence Duet, #1)",Leigh Rivers,3.75,"154,319",2023,dark-romance
"God of Pain (Legacy of Gods, #2)",Rina Kent,3.88,"145,782",2022,dark-romance
"The Maddest Obsession (Made, #2)",Danielle Lori,4.24,"226,783",2019,dark-romance
Still Beating (ebook),Jennifer Hartmann,4.20,"222,844",2020,dark-romance
Den of Vipers (Kindle Edition),K.A. Knight,3.66,"219,186",2020,dark-romance
"Leather & Lark (The Ruinous Love Trilogy, #2)",Brynne Weaver,4.00,"279,447",2024,dark-romance
"Nightfall (Devil's Night, #4)",Penelope Douglas,4.28,"131,840",2020,dark-romance
"The Sinner (L.O.R.D.S., #2)",Shantel Tessier,4.03,"157,562",2022,dark-romance
"Scarred (Never After, #2)",Emily McIntire,3.86,"204,686",2022,dark-romance
Credence (Paperback),Penelope Douglas,3.68,"564,916",2020,dark-romance
"God of Fury (Legacy of Gods, #5)",Rina Kent,4.50,"131,284",2023,dark-romance
"The Darkest Temptation (Made, #3)",Danielle Lori,4.03,"164,564",2020,dark-romance
"God of Ruin (Legacy of Gods, #4)",Rina Kent,4.11,"113,970",2023,dark-romance
"The Never King (Vicious Lost Boys, #1)",Nikki St. Crowe,3.67,"203,229",2022,dark-romance
"Insatiable (The Edge of Darkness, #1)",Leigh Rivers,4.23,"96,241",2023,dark-romance
"Deviant King (Royal Elite, #1)",Rina Kent,3.90,"121,873",2019,dark-romance
"The Sacrifice (L.O.R.D.S., #3)",Shantel Tessier,4.31,"130,702",2023,dark-romance
"Brutal Prince (Brutal Birthright, #1)",Sophie Lark,3.74,"193,947",2020,dark-romance
That Sik Luv (Kindle Edition),Jescie Hall,3.98,"63,646",2023,dark-romance
"Sidetracked (Mindf*ck, #2)",S.T. Abby,4.36,"312,869",2016,dark-romance
"Wretched (Never After, #3)",Emily McIntire,3.83,"142,834",2022,dark-romance
"Twisted Love (Twisted, #1)",Ana Huang,3.71,"1,559,380",2021,dark-romance
"Scarlet Angel (Mindf*ck, #3)",S.T. Abby,4.39,"298,359",2016,dark-romance
"Sinners Anonymous (Sinners Anonymous, #1)",Somme Sketcher,3.82,"97,539",2021,dark-romance
"Where's Molly (Cat and Mouse, #2.5)",H.D. Carlton,4.16,"136,981",2024,dark-romance
"Satan's Affair (Cat and Mouse, #0.5)",H.D. Carlton,3.71,"144,602",2021,dark-romance
"Paint It All Red (Mindf*ck, #5)",S.T. Abby,4.55,"296,641",2016,dark-romance
"The Reaper (Dark Verse, #2)",RuNyx,4.29,"99,214",2020,dark-romance
"All the Lies (Mindf*ck, #4)",S.T. Abby,4.51,"287,093",2016,dark-romance
Nocticadia (Kindle Edition),Keri Lake,4.20,"137,776",2023,dark-romance
"Caught Up (Into Darkness, #2)",Navessa Allen,3.79,"160,572",2025,dark-romance
"Scythe & Sparrow (The Ruinous Love Trilogy, #3)",Brynne Weaver,4.09,"172,622",2025,dark-romance
"Conclave (Devil's Night, #3.5)",Penelope Douglas,3.82,"99,857",2019,dark-romance
,,,,,dark-romance
,,,,,dark-romance
Mere Christianity (Paperback),C.S. Lewis,4.37,"452,142",1952,christian
The Screwtape Letters (Kindle Edition),C.S. Lewis,4.27,"510,069",1942,christian
The Great Divorce (Paperback),C.S. Lewis,4.32,"179,028",1946,christian
Crazy Love: Overwhelmed by a Relentless God (Paperback),Francis Chan,4.16,"200,552",2008,christian
The Shack: Where Tragedy Confronts Eternity (Kindle Edition),William Paul Young,3.84,"687,519",2007,christian
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.24,"3,105,071",1950,christian
Redeeming Love (Paperback),Francine  Rivers,4.51,"365,882",1991,christian
The Case for Christ (Mass Market Paperback),Lee Strobel,4.23,"152,058",1998,christian
The Pilgrim's Progress (Paperback),John Bunyan,4.07,"156,585",1678,christian
The Purpose Driven Life: What on Earth Am I Here for? (Paperback),Rick Warren,3.98,"290,244",2002,christian
The Hiding Place: The Triumphant True Story of Corrie Ten Boom (Mass Market Paperback),Corrie ten Boom,4.48,"352,514",1971,christian
The Problem of Pain (Paperback),C.S. Lewis,4.13,"72,169",1940,christian
The Reason for God: Belief in an Age of Skepticism (Hardcover),Timothy J. Keller,4.23,"74,470",2008,christian
Gentle and Lowly: The Heart of Christ for Sinners and Sufferers (Hardcover),Dane C. Ortlund,4.49,"59,674",2020,christian
The Four Loves (Paperback),C.S. Lewis,4.17,"66,897",1960,christian
The Pursuit of God: The Human Thirst for the Divine (Paperback),A.W. Tozer,4.38,"85,525",1948,christian
"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,"245,455",1995,christian
"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.05,"596,792",1955,christian
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back (Paperback),Todd Burpo,4.04,"336,183",2010,christian
Knowing God (Paperback),J.I. Packer,4.33,"63,795",1973,christian
A Grief Observed (Paperback),C.S. Lewis,4.22,"93,798",1961,christian
The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World (Hardcover),John Mark Comer,4.51,"89,496",2019,christian
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,"386,829",1954,christian
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,"502,625",1952,christian
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,"478,539",1951,christian
The 5 Love Languages: The Secret to Love that Lasts (Kindle Edition),Gary Chapman,4.27,"474,165",1990,christian
The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God (Hardcover),Timothy J. Keller,4.49,"49,985",2011,christian
Radical: Taking Back Your Faith from the American Dream (Paperback),David     Platt,4.17,"69,068",2010,christian
The Cost of Discipleship (Paperback),Dietrich Bonhoeffer,4.29,"49,584",1937,christian
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,"301,837",1956,christian
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,"326,520",1953,christian
Love Does: Discover a Secretly Incredible Life in an Ordinary World (Paperback),Bob       Goff,4.31,"100,740",2012,christian
"A Voice in the Wind (Mark of the Lion, #1)",Francine  Rivers,4.57,"106,244",1993,christian
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality (Paperback),Donald Miller,3.90,"118,162",2003,christian
Surprised by Joy: The Shape of My Early Life (Paperback),C.S. Lewis,4.06,"68,440",1955,christian
"This Present Darkness (Darkness, #1)",Frank E. Peretti,4.24,"114,078",1986,christian
Captivating: Unveiling the Mystery of a Woman's Soul (Hardcover),John Eldredge,3.93,"88,014",2004,christian
"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity (Paperback)",Nabeel Qureshi,4.59,"40,489",2014,christian
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,4.28,"701,304",1956,christian
Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit (Paperback),Francis Chan,4.13,"53,629",2009,christian
Wild at Heart: Discovering the Secret of a Man's Soul (Kindle Edition),John Eldredge,3.95,"88,319",2001,christian
Confessions (Paperback),Augustine of Hippo,3.99,"72,824",400,christian
The Practice of the Presence of God (Paperback),Brother Lawrence,4.33,"57,019",1692,christian
The Prodigal God: Recovering the Heart of the Christian Faith (Hardcover),Timothy J. Keller,4.43,"45,376",2008,christian
The Abolition of Man (Paperback),C.S. Lewis,4.12,"39,818",1943,christian
My Utmost for His Highest (Paperback),Oswald Chambers,4.39,"83,879",1926,christian
Don't Waste Your Life (Audible Audio),John      Piper,4.14,"35,925",2003,christian
Desiring God: Meditations of a Christian Hedonist (Paperback),John      Piper,4.18,"46,781",1986,christian
The Weight of Glory (Paperback),C.S. Lewis,4.38,"25,583",1949,christian
The Holy Bible: King James Version (Hardcover),Anonymous,4.45,"313,132",1611,christian
,,,,,christian
,,,,,christian
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.94,"844,121",2021,dark
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,"413,405",2015,dark
"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton,4.07,"571,442",2022,dark
"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,4.01,"580,407",2023,dark
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.93,"74,877",2011,dark
"The Risk (Mindf*ck, #1)",S.T. Abby,4.25,"356,805",2016,dark
"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,4.05,"334,011",2021,dark
"Lights Out (Into Darkness, #1)",Navessa Allen,4.11,"519,084",2024,dark
"Hooked (Never After, #1)",Emily McIntire,3.77,"494,248",2021,dark
"God of Malice (Legacy of Gods, #1)",Rina Kent,3.92,"240,058",2022,dark
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,3.98,"42,874",2013,dark
Still Beating (ebook),Jennifer Hartmann,4.20,"222,844",2020,dark
The Elephant Tree (Paperback),R.D. Ronald,3.90,"39,512",2010,dark
"Her Soul to Take (Souls Trilogy, #1)",Harley Laroux,4.04,"142,353",2021,dark
Den of Vipers (Kindle Edition),K.A. Knight,3.66,"219,186",2020,dark
"The Predator (Dark Verse, #1)",RuNyx,3.98,"134,244",2020,dark
The Zombie Room (Kindle Edition),R.D. Ronald,3.92,"39,315",2012,dark
"Sidetracked (Mindf*ck, #2)",S.T. Abby,4.36,"312,869",2016,dark
Verity (ebook),Colleen Hoover,4.30,"3,666,928",2018,dark
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.01,"359,883",2018,dark
"Scarlet Angel (Mindf*ck, #3)",S.T. Abby,4.39,"298,359",2016,dark
Does It Hurt? (Kindle Edition),H.D. Carlton,3.89,"253,447",2022,dark
"All the Lies (Mindf*ck, #4)",S.T. Abby,4.51,"287,093",2016,dark
"Twist Me (Twist Me, #1)",Anna Zaires,3.85,"32,448",2014,dark
"Paint It All Red (Mindf*ck, #5)",S.T. Abby,4.55,"296,641",2016,dark
"There Are No Saints (Sinners, #1)",Sophie Lark,3.79,"116,674",2021,dark
"Seduced in the Dark (The Dark Duet, #2)",C.J. Roberts,4.27,"56,411",2012,dark
"Hideaway (Devil's Night, #2)",Penelope Douglas,4.00,"205,758",2017,dark
"Kill Switch (Devil's Night, #3)",Penelope Douglas,4.30,"177,422",2019,dark
"The Never King (Vicious Lost Boys, #1)",Nikki St. Crowe,3.67,"203,229",2022,dark
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.04,"55,824",2014,dark
"King (King, #1)",T.M. Frazier,4.13,"48,534",2015,dark
"Consequences (Consequences, #1)",Aleatha Romig,3.92,"43,244",2011,dark
"Little Stranger (The Web of Silence Duet, #1)",Leigh Rivers,3.75,"154,319",2023,dark
"The Maddest Obsession (Made, #2)",Danielle Lori,4.24,"226,783",2019,dark
"Debt Inheritance (Indebted, #1)",Pepper Winters,3.76,"27,205",2014,dark
"Raw (RAW Family, #1)",Belle Aurora,4.12,"42,679",2014,dark
Debt (ebook),Nina G. Jones,4.03,"17,969",2014,dark
"Deviant King (Royal Elite, #1)",Rina Kent,3.90,"121,873",2019,dark
Nocticadia (Kindle Edition),Keri Lake,4.20,"137,776",2023,dark
My Dark Vanessa (Hardcover),Kate Elizabeth Russell,4.10,"413,628",2020,dark
"The Darkest Temptation (Made, #3)",Danielle Lori,4.03,"164,564",2020,dark
Gone Girl (Paperback),Gillian Flynn,4.14,"3,401,797",2012,dark
"God of Wrath (Legacy of Gods, #3)",Rina Kent,4.17,"149,081",2022,dark
Credence (Paperback),Penelope Douglas,3.68,"564,916",2020,dark
"Monster in His Eyes (Monster in His Eyes, #1)",J.M. Darhower,4.06,"36,750",2014,dark
"Leather & Lark (The Ruinous Love Trilogy, #2)",Brynne Weaver,4.00,"279,447",2024,dark
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.08,"32,723",2013,dark
"The Sinner (L.O.R.D.S., #2)",Shantel Tessier,4.03,"157,562",2022,dark
Gothikana (Kindle Edition),RuNyx,3.76,"114,210",2021,dark
,,,,,dark
,,,,,dark
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.01,"1,679,185",2018,enemies-to-lovers
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,"3,337,139",2023,enemies-to-lovers
The Hating Game (Paperback),Sally  Thorne,3.86,"818,395",2016,enemies-to-lovers
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.90,"1,096,952",2019,enemies-to-lovers
"Twisted Hate (Twisted, #3)",Ana Huang,3.95,"769,466",2022,enemies-to-lovers
"The Spanish Love Deception (Love Deception, #1)",Elena  Armas,3.80,"796,186",2021,enemies-to-lovers
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.27,"1,041,585",2019,enemies-to-lovers
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,"3,079,815",2016,enemies-to-lovers
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.34,"938,968",2019,enemies-to-lovers
